base,freq
wegetacja:subst,3
wegetacyjny:adj,3
wegetatywnie:adv,2
wegetatywny:adj,2
wejherowski:adj,2
wejście:subst,2585
wejść:fin,13
wejść:inf,13
wejść:praet,26
wek:subst,1
weksel:subst,99
wekslowy:adj,37
wektor:subst,6
welon:subst,6
welur:subst,2
welwet:subst,1
wenerolog:subst,1
weneryczny:adj,8
wenta:subst,1
wentylacja:subst,7
wentylacyjny:adj,8
weranda:subst,1
werbalny:adj,1
werbunek:subst,2
wermut:subst,3
wersja:subst,31
weryfikacja:subst,238
weryfikacyjny:adj,45
weryfikować:fin,10
weryfikować:ger,10
weryfikować:pact,3
weryfikować:ppas,26
wesoły:adj,1
wesprzeć:ppas,3
westa:subst,2
westycji:ign,1
weta:subst,1
weteran:subst,42
weteryna:ign,2
weterynaria:subst,832
weterynaryjny:adj,981
weterynarz:subst,1
wew:ign,1
wewnątrz:adv,22
wewnątrzkościelny:adj,4
wewnątrzorganizacyjny:adj,5
wewnątrzspółdzielczy:adj,11
wewnątrzsystemowy:adj,1
wewnątrzszkolny:adj,2
wewnątrzwsplnotowego:ign,2
wewnątrzwsplnotowej:ign,2
wewnątrzwspólnotowo:adv,31
wewnątrzwspólnotowy:adj,163
wewnątrzzakładowy:adj,11
wewnętrznie:adv,2
wewnętrzny:adj,161
wewnętrzny:subst,2227
wezbrać:ger,3
wezwa:subst,21
wezwanie:subst,485
wezwać:imps,1
wezwać:inf,75
wezwać:ppas,43
wezwać:praet,2
wełn:subst,85
wełna:subst,12
wełniany:adj,2
wgląd:subst,148
wi:ign,1
wiadają:ign,1
wiadomo:pred,7
wiadomości:subst,569
wiadomość:subst,24
wiadomy:adj,7
wiadro:subst,1
wialnych:ign,1
wianek:subst,1
wiara:subst,41
wiarygodnie:adv,13
wiarygodność:subst,60
wiarygodny:adj,55
wiata:subst,5
wiatr:subst,27
wiatrak:subst,3
wiatrowy:adj,4
wiatrówka:subst,1
wibracja:subst,13
wibracyjny:adj,1
wibrator:subst,4
wibromłot:subst,5
wiceadmirał:subst,6
wicedyrektor:subst,26
wicekonsul:subst,7
wicekurator:subst,2
wicemarszałek:subst,18
wiceminister:subst,2
wiceprezes:subst,153
wiceprezydent:subst,1
wiceprokurator:subst,1
wiceprzewodnicząca:subst,21
wiceprzewodniczący:subst,54
wicestarosta:subst,8
wicewojewoda:subst,16
wideo:subst,1
wideogram:subst,26
wideotekst:subst,2
widma:subst,1
widmo:subst,1
widoczność:subst,5
widoczny:adj,58
widokowy:adj,4
widowisko:subst,3
widowiskowo:adv,2
widowiskowy:adj,10
widownia:subst,2
widz:subst,4
widzenie:subst,60
widząca:subst,1
widłowy:adj,4
wiec:subst,1
wieczorowy:adj,9
wieczystoksięgowy:adj,11
wieczysty:adj,607
wieczyście:adv,3
wiedeński:adj,4
wiednich:ign,1
wiedniej:ign,1
wiednio:ign,2
wiedza:subst,330
wiedzieć:fin,13
wiedzieć:inf,6
wiedzieć:pcon,10
wiedzieć:praet,20
wiejski:adj,61
wiek:subst,394
wiekowoużytkowy:adj,1
wiekowy:adj,9
wiele:adv,2
wiele:num,44
wielicki:adj,2
wielki:adj,31
wielki:depr,3
wielki:subst,28
wielko:ign,1
wielkoformatowy:adj,1
wielkogabarytowy:adj,2
wielkopiecowy:adj,11
wielkopolski:adj,26
wielkość:subst,886
wielobrygadowy:adj,2
wieloczynnościowy:adj,2
wielocząsteczkowy:adj,1
wielodzietność:subst,1
wielodzietny:subst,4
wieloetapowy:adj,1
wielofunkcyjny:adj,2
wielogałęziowy:adj,1
wielogodzinny:adj,1
wielokanałowy:adj,1
wielokomorowy:adj,4
wielokrotna:subst,28
wielokrotnie:adv,36
wielokrotność:subst,55
wielokrotny:adj,54
wielolecia:ign,2
wielolekowy:adj,1
wieloletni:adj,140
wielolokalowy:adj,4
wielomandatowy:adj,5
wielomateriałowy:adj,2
wielomieszkaniowy:adj,1
wielonarodowy:adj,7
wielooporny:adj,1
wieloosobowy:adj,15
wielopierścieniowy:adj,3
wielopokładowy:adj,1
wielorodzinny:adj,21
wielorozdzielczy:adj,1
wielosekcyjny:adj,1
wielostanowiskowy:adj,4
wielostopniowy:adj,1
wielostronny:adj,13
wielowarstwowy:adj,1
wielowiekowy:adj,1
wielowodorotlenowy:adj,1
wielozadaniowy:adj,4
wielozakładowy:adj,2
wielozmianowy:adj,1
wielość:subst,2
wieluński:adj,2
wienia:ign,1
wieniec:subst,10
wieprz:subst,1
wieprzowe:subst,13
wieprzowy:adj,2
wiercenie:subst,4
wiercić:ppas,4
wierna:subst,4
wiernie:adv,10
wierność:subst,3
wierny:subst,4
wiersz:subst,5
wiertarka:subst,5
wiertnica:subst,2
wiertniczy:depr,16
wiertniczy:subst,20
wieruszowski:adj,2
wierzch:subst,4
wierzcheń:subst,1
wierzchni:adj,7
wierzchowy:adj,1
wierzchołek:subst,1
wierzyciel:subst,476
wierzytelność:subst,621
wieszczęta:ign,2
wietrzny:adj,2
wieś:subst,118
wieść:subst,3
wieźć:ppas,1
wieża:subst,18
wieżomaszty:ign,4
wieżowy:adj,1
wikariat:subst,1
wikariusz:subst,5
wiklina:subst,10
wiklinowy:adj,3
wiktymologia:subst,2
wilgotność:subst,9
wilgotny:adj,7
wilgoć:subst,2
wilk:subst,2
wilkingi:ign,2
wina:subst,341
winda:subst,19
windykacja:subst,2
windykacyjny:adj,62
winian:subst,1
winiarski:adj,88
winien:winien,5
winna:subst,14
winny:adjc,10
winny:subst,19
wino:subst,2
winogrono:subst,28
winogronowy:adj,14
winopochodne:ign,5
winopodobne:ign,3
winopodobnego:ign,1
winopodobnych:ign,3
winorośl:subst,17
winowy:adj,7
winyl:subst,1
wiodący:adj,15
wiosenny:adj,5
wiotki:adj,2
wiremia:subst,2
wiroid:subst,2
wirtualny:adj,2
wirus:subst,19
wirusowy:adj,19
wiskozowy:adj,7
wiszący:adj,1
witamina:subst,11
witaminizować:ppas,1
witraż:subst,2
witrażownictwo:subst,2
wiza:subst,210
wizerunek:subst,32
wizjofonem:ign,2
wizjofonu:ign,2
wizowy:adj,17
wizualizacja:subst,2
wizualny:adj,9
wizyjny:adj,7
wizyta:subst,4
wizytacja:subst,27
wizytator:subst,15
wizytować:fin,1
wizytować:ppas,1
wizytówka:subst,1
wiór:subst,1
wią:ign,1
wiącym:ign,1
wiązanie:subst,5
wiązać:fin,90
wiązać:inf,7
wiązać:pcon,1
wiązać:ppas,10
wiążący:adj,163
wić:ppas,1
większ:ign,1
większościowy:adj,3
większość:subst,281
więzienie:subst,10
więziennictwo:subst,12
więzienny:adj,149
więzień:subst,1
więzy:subst,3
więź:subst,18
wiślany:adj,2
wiśnia:subst,1
wjazd:subst,88
wjechać:inf,2
wjechać:praet,2
wjeżdżać:fin,1
wjeżdżać:pact,4
wk:ign,2
wkalkulować:ppas,1
wklęsły:adj,2
wkraczać:inf,7
wkroczyć:ger,1
wkład:subst,485
wkładca:subst,1
wkładka:subst,7
wl:ign,1
wlewowy:adj,1
wliczać:fin,210
wliczać:ger,1
wliczać:pcon,2
wliczać:ppas,31
wliczyć:ger,15
wliczyć:ppas,3
wlkp:ign,5
wlot:subst,2
wmontować:ger,3
wmontować:ppas,1
wn:ign,4
wniebowstąpienie:subst,4
wniebowzięcie:subst,1
wnieść:fin,24
wnieść:ger,682
wnieść:imps,84
wnieść:inf,160
wnieść:ppas,339
wnieść:praet,92
wnikać:fin,5
wnikliwie:adv,1
wniknąć:ger,1
wnio:ign,1
wniosek:subst,8585
wniosko:ign,2
wnioskodawca:subst,680
wnioskowanie:subst,14
wnioskować:fin,9
wnioskować:inf,6
wnioskować:pact,52
wnioskować:ppas,51
wnioskować:praet,8
wnosić:fin,258
wnosić:ger,139
wnosić:inf,26
wnosić:pact,45
wnosić:pcon,7
wnosić:ppas,113
wnosić:praet,8
wnuk:subst,11
wnuka:subst,11
wnych:ign,1
wnyk:subst,1
wnętrze:subst,23
wnętrzowy:adj,1
wo:ign,6
wobec:adv,1207
woda:subst,2049
wodn:ign,1
wodno:ign,5
wodnobłotny:adj,3
wodnoka:ign,1
wodnokanalizacyjny:adj,3
wodnoprawanych:ign,1
wodnoprawny:adj,227
wodnosamolot:subst,2
wodny:adj,1287
wodociąg:subst,4
wodociągowo:ign,47
wodociągowokanalizacyjny:adj,10
wodociągowy:adj,34
wodolot:subst,8
wodomierz:subst,15
wodomierzowy:adj,1
wodonośny:adj,9
wodoprzepuszczalność:subst,1
wodorost:subst,2
wodorotlen:ign,1
wodorotlenek:subst,5
wodospad:subst,4
wodoszczelny:adj,2
wodowanie:subst,2
wodz:ign,2
wodziewodzie:ign,1
wodzisławski:adj,2
wodzić:fin,2
wodór:subst,1
woj:subst,3
wojenny:adj,291
wojewdzki:ign,1
wojewdztwa:ign,2
wojewdztwie:ign,1
wojewoda:subst,1936
wojewódzki:adj,2854
województwo:subst,2285
wojna:subst,154
wojowych:ign,1
wojska:subst,142
wojsko:subst,163
wojskowy:adj,1851
wojskowy:depr,166
wojskowy:subst,1797
wokalista:subst,1
wokalistyka:subst,3
wokół:adv,11
wola:subst,140
wolframowy:adj,5
wolne:subst,665
wolno:pred,129
wolnobieżny:adj,2
wolnocłowy:adj,32
wolnorynkowy:adj,1
wolnostojący:adj,1
wolnościowy:adj,3
wolność:subst,1917
wolny:adj,76
wolny:subst,95
wolontariat:subst,46
wolontariusz:subst,17
wolsztyński:adj,2
wolumen:subst,1
womagnez:ign,1
womocnego:ign,1
womocnienia:ign,1
worać:impt,1
worek:subst,11
world:ign,1
wosk:subst,6
woskówka:subst,2
wotum:subst,3
wołomiński:adj,3
wołowe:subst,16
wołowina:subst,1
wołowski:adj,2
wołowy:adj,2
woźna:subst,1
wpadać:pact,3
wpis:subst,1623
wpisać:ger,246
wpisać:imps,3
wpisać:inf,9
wpisać:ppas,437
wpisać:praet,2
wpisowe:subst,12
wpisywać:fin,123
wpisywać:ger,13
wpisywać:inf,4
wpisywać:pact,1
wpisywać:pcon,1
wpisywać:ppas,29
wpowinno:ign,14
wprawdzie:qub,1
wprawiać:fin,1
wprawiać:ger,1
wprawiać:ppas,1
wprawić:praet,4
wprost:adv,4
wprow:ign,1
wprowadzać:fin,2011
wprowadzać:ger,547
wprowadzać:inf,47
wprowadzać:pact,243
wprowadzać:pcon,11
wprowadzać:ppas,258
wprowadzenie:subst,684
wprowadzić:fin,19
wprowadzić:imps,9
wprowadzić:inf,134
wprowadzić:ppas,409
wprowadzić:praet,27
wpuścić:ger,1
wpłacać:fin,25
wpłacać:ger,24
wpłacać:inf,47
wpłacać:pact,5
wpłacać:ppas,39
wpłacać:praet,1
wpłacić:fin,4
wpłacić:ger,48
wpłacić:imps,4
wpłacić:inf,34
wpłacić:ppas,135
wpłacić:praet,10
wpłata:subst,753
wpłynąć:fin,15
wpłynąć:ger,36
wpłynąć:inf,16
wpłynąć:praet,50
wpływ:subst,979
wpływani:ign,1
wpływać:fin,62
wpływać:ger,4
wpływać:inf,18
wpływać:pact,65
wpływać:pcon,3
wracać:fin,4
wrak:subst,18
wraz:adv,1564
wrażenie:subst,1
wrażliwość:subst,4
wrażliwy:adj,23
wrds:ign,1
wreszcie:qub,1
wrocławski:adj,4
wrodzony:adj,12
wrogi:adj,3
wrozpuszczalny:ign,1
wrzecionowaty:adj,1
wrzesień:subst,981
wrzesiński:adj,2
wrzeszczeć:impt,1
wrzosowisko:subst,1
wrzucać:fin,2
wrzucać:ger,1
wrzucać:inf,1
wrzucić:ger,1
wrzucić:ppas,1
wróżbit:subst,1
wrębiać:pact,1
wręczać:fin,7
wręczać:ger,16
wręczać:inf,1
wręczyć:ger,20
wręczyć:inf,5
wręczyć:ppas,2
ws:ign,1
wschodni:adj,16
wschodnioniemiecki:adj,1
wschód:subst,2
wsiadająca:subst,2
wsiadać:ger,6
wskazanie:subst,770
wskazany:adj,927
wskazać:fin,28
wskazać:imps,9
wskazać:inf,121
wskazać:praet,16
wskazujący:adj,125
wskazywać:fin,237
wskazywać:ger,7
wskazywać:inf,63
wskazywać:pcon,77
wskazywać:ppas,2
wskazówka:subst,19
wskaźnik:subst,624
wskutek:prep,351
wsparcie:subst,352
wspierający:adj,32
wspierać:fin,18
wspierać:ger,231
wspierać:inf,6
wspierać:ppas,15
wspierać:praet,2
wspinaczka:subst,2
wsplne:ign,1
wsplnej:ign,1
wsplnotowego:ign,1
wsplnoty:ign,1
wspomagający:adj,27
wspomaganie:subst,50
wspomagać:fin,8
wspomagać:inf,4
wspomagać:ppas,10
wspomnieć:ppas,3
wspól:ign,1
wspólnica:subst,79
wspólnie:adv,149
wspólnik:subst,701
wspólnota:subst,289
wspólnotowy:adj,142
wspólność:subst,46
wspólny:adj,709
współczesny:adj,7
współczesny:depr,4
współczesny:subst,4
współczucie:subst,1
współczynnik:subst,107
współczynnikowo:ign,1
współdecydować:pact,1
współdziałanie:subst,279
współdziałać:fin,104
współdziałać:inf,27
współdziałać:pact,30
współdziałać:pcon,4
współdziałać:praet,7
współfinansować:fin,1
współfinansować:ger,47
współfinansować:ppas,8
współkontrola:subst,15
współkontrolowany:adj,1
współkorzystać:ger,1
współlokator:subst,3
współmałżonek:subst,39
współmałżonka:subst,1
współmierność:subst,2
współmierny:adj,2
współmieszkaniec:subst,1
współnajemca:subst,4
współodpowiedzialność:subst,1
współorganizować:ger,1
współoskarżona:subst,1
współoskarżony:subst,3
współposiadacz:subst,6
współposiadać:ger,4
współpozwana:subst,1
współpra:ign,1
współpraca:subst,506
współpracować:fin,70
współpracować:inf,15
współpracować:pact,84
współpracować:pcon,2
współpracować:praet,5
współpracownik:subst,18
współprzewodniczyć:fin,1
współrzędna:subst,10
współspalane:ign,1
współspalanie:subst,20
współspalarnia:subst,2
współsprawca:subst,1
współtworzyć:ger,2
współtworzyć:pact,3
współtworzyć:praet,1
współtwórca:subst,4
współuczestnictwo:subst,2
współuczestniczyć:fin,3
współuczestniczyć:ger,6
współuczestnik:subst,6
współudział:subst,19
współuprawniony:adj,19
współutworzonym:ign,1
współuzależnienie:subst,4
współużytkować:ppas,1
współużytkownik:subst,4
współwyznawca:subst,3
współwłasność:subst,109
współwłaściciel:subst,73
współzależny:adj,47
współzawodnictwo:subst,36
współżycie:subst,18
wspłpracy:ign,2
wstawać:fin,2
wstawać:ger,1
wstawiać:fin,1
wstawić:inf,1
wstecz:adv,6
wsteczny:adj,8
wsteczny:subst,3
wstrzy:ign,1
wstrzymanie:subst,246
wstrzymać:fin,12
wstrzymać:imps,5
wstrzymać:inf,73
wstrzymać:ppas,25
wstrzymać:praet,2
wstrzymywać:fin,160
wstrzymywać:ger,17
wstrzymywać:pact,9
wstrzymywać:pcon,3
wstrzymywać:ppas,4
wstrząs:subst,2
wstyd:subst,1
wstąpić:fin,2
wstąpić:ger,32
wstąpić:inf,12
wstąpić:praet,6
wstążka:subst,10
wstęga:subst,2
wstęp:subst,155
wstępna:subst,418
wstępne:subst,39
wstępnie:adv,19
wstępny:subst,16
wstępować:fin,53
wstępować:ger,5
wstępować:inf,5
wstępować:pact,3
wszawica:subst,1
wszczynać:fin,196
wszczynać:ger,3
wszczynać:inf,3
wszczynać:pact,1
wszczynać:pcon,12
wszczynać:ppas,7
wszcząć:ger,707
wszcząć:imps,60
wszcząć:inf,51
wszcząć:ppas,430
wszcząć:praet,28
wszechstronny:adj,9
wszelki:adj,480
wszw:ign,1
wszyscy:subst,900
wszystek:adj,383
wszystko:adv,9
wszystko:subst,5
wszywać:ger,1
wtedy:adv,203
wtorek:subst,1
wtotbt:ign,1
wtryskiwać:ger,2
wtórnie:adv,1
wtórnik:subst,31
wtórny:adj,38
wtóry:adj,1
wtłaczać:ger,8
wulgaryzacja:subst,4
wulgaryzm:subst,1
wulkan:subst,2
wulkaniczny:adj,1
wulkanizatorskie:ign,2
wulkanizować:ger,1
ww:ign,17
wwieźć:imps,1
wwieźć:ppas,3
wwodzie:ign,1
wwozić:ger,4
wwozić:ppas,6
wwym:ign,1
wwóz:subst,6
wy:ppron12,23
wyaz:ign,1
wybicie:subst,2
wybieg:subst,1
wybielać:ger,1
wybieralność:subst,14
wybieralny:adj,2
wybierany:adj,181
wybierać:fin,197
wybierać:ger,50
wybierać:inf,1
wybierać:pact,1
wybierać:pcon,2
wybitnie:adv,3
wybitny:adj,30
wyborca:subst,337
wyborczy:adj,2557
wybory:subst,853
wybrana:subst,272
wybrany:subst,187
wybrać:fin,8
wybrać:ger,10
wybrać:imps,12
wybrać:inf,10
wybrać:praet,22
wybrzeże:subst,8
wybuch:subst,15
wybuchnąć:inf,1
wybuchowość:subst,1
wybuchowy:adj,154
wybuchły:adj,1
wybudować:ger,12
wybudować:imps,1
wybudować:ppas,32
wybudować:praet,7
wyburzeniowy:adj,1
wybór:subst,724
wycena:subst,222
wyceniać:fin,27
wyceniać:inf,4
wyceniać:ppas,6
wycenić:ppas,20
wych:ign,4
wycho:ign,9
wychodnia:subst,1
wychodzić:ger,3
wychodzić:pcon,1
wychodząca:subst,4
wychowanek:subst,44
wychowanie:subst,441
wychowaw:ign,1
wychowawca:subst,25
wychowawczo:adv,7
wychowawczy:adj,648
wychować:fin,1
wychować:inf,2
wychować:ppas,3
wychowywać:fin,9
wychowywać:ger,19
wychowywać:inf,2
wychowywać:pact,43
wychowywać:ppas,4
wychów:subst,1
wycieczka:subst,12
wycieczkowy:adj,5
wyciek:subst,4
wycieraczka:subst,1
wycierać:ger,1
wycinany:adj,1
wycinać:ger,12
wycinek:subst,1
wyciąg:subst,155
wyciągarka:subst,1
wyciągniki:ign,4
wyciągników:ign,2
wyciągowy:adj,7
wyciąć:ppas,1
wycięcie:subst,1
wyco:ign,1
wycofanie:subst,126
wycofać:fin,9
wycofać:inf,5
wycofać:ppas,44
wycofać:praet,10
wycofywać:ger,10
wycofywać:inf,1
wycofywać:pact,5
wycofywać:ppas,1
wyczarterować:ger,1
wyczekiwać:ger,1
wyczerpanie:subst,40
wyczerpany:adj,6
wyczerpać:inf,1
wyczerpać:praet,2
wyczerpująco:adv,1
wyczerpujący:adj,27
wyczerpywalny:adj,1
wyczerpywać:fin,26
wyczuwalny:adj,1
wyczynowo:adv,1
wyczynowy:adj,6
wydajność:subst,37
wydalać:ger,8
wydalać:praet,1
wydalina:subst,4
wydalić:ger,185
wydalić:inf,9
wydalić:ppas,9
wydalić:praet,4
wydanie:subst,3407
wydarzenie:subst,35
wydat:ign,2
wydatek:subst,1626
wydatkować:fin,7
wydatkować:ger,39
wydatkować:inf,6
wydatkować:ppas,31
wydatkować:praet,2
wydatkowy:adj,1
wydawanie:subst,680
wydawać:fin,1431
wydawać:inf,65
wydawać:pact,113
wydawać:pcon,148
wydawać:ppas,502
wydawać:praet,2
wydawca:subst,24
wydawnictwo:subst,31
wydawniczo:adv,1
wydawniczy:adj,23
wydać:fin,65
wydać:imps,140
wydać:inf,273
wydać:ppas,2725
wydać:praet,261
wydma:subst,3
wydmuszek:subst,2
wydobycie:subst,40
wydobywać:fin,1
wydobywać:ger,109
wydobywać:pact,17
wydobywać:ppas,10
wydobywczy:adj,13
wydobyć:ppas,29
wydostać:ger,1
wydruk:subst,30
wydrukować:ger,18
wydrukować:imps,1
wydrukować:inf,3
wydrukować:ppas,14
wydychać:ppas,1
wydział:subst,139
wydzielanie:subst,3
wydzielać:fin,7
wydzielać:inf,1
wydzielać:pact,6
wydzielać:ppas,8
wydzielina:subst,10
wydzielić:fin,2
wydzielić:ger,54
wydzielić:imps,5
wydzielić:inf,5
wydzielić:ppas,126
wydzielić:praet,1
wydzierżawiać:fin,4
wydzierżawiać:ger,9
wydzierżawiać:pact,5
wydzierżawiać:ppas,13
wydzierżawić:ger,19
wydzierżawić:inf,1
wydzierżawić:ppas,14
wydłużać:fin,4
wydłużony:adj,8
wydłużyć:ger,14
wydłużyć:inf,10
wyegzekwować:ger,20
wyegzekwować:ppas,29
wyeksportować:ger,1
wyeksportować:ppas,11
wyekwipować:ger,9
wyeliminowanie:subst,28
wyeliminować:fin,1
wyeliminować:inf,3
wyeliminować:ppas,4
wyemitować:fin,2
wyemitować:ger,3
wyemitować:inf,1
wyemitować:ppas,75
wyemitować:praet,2
wygasać:fin,346
wygasać:ger,1
wygasać:pact,3
wygasić:ger,1
wygasnąć:fin,10
wygasnąć:inf,2
wygasnąć:praet,43
wygaszać:ger,2
wygasły:adj,23
wygaśnięcie:subst,460
wyginięcie:subst,28
wygląd:subst,20
wyglądać:pact,2
wygoda:subst,1
wygospodarować:ppas,3
wygrana:subst,59
wygórowany:adj,3
wygłaszać:ger,1
wyhodować:ger,2
wyhodować:ppas,6
wyhodować:praet,4
wyizolować:ppas,2
wyjawić:ger,12
wyjazd:subst,70
wyjazdowy:adj,5
wyjałowić:ppas,1
wyjaśniający:adj,174
wyjaśniać:fin,15
wyjaśniać:ger,7
wyjaśniać:inf,2
wyjaśnienie:subst,596
wyjaśnić:fin,1
wyjaśnić:inf,11
wyjaśnić:ppas,17
wyjaśnić:praet,1
wyjechać:fin,1
wyjechać:praet,2
wyjeżdżać:pact,3
wyjąt:ign,1
wyjątek:subst,1745
wyjątkowo:adv,16
wyjątkowy:adj,77
wyjąć:ger,3
wyjąć:pant,1
wyjąć:ppas,7
wyjście:subst,19
wyjściowy:adj,21
wyjść:fin,5
wyjść:inf,1
wyjść:praet,1
wyka:subst,1
wykarczować:ger,1
wykaz:subst,1428
wykazać:fin,111
wykazać:ger,44
wykazać:imps,7
wykazać:inf,39
wykazać:ppas,105
wykazać:praet,39
wykazywać:fin,128
wykazywać:ger,6
wykazywać:inf,5
wykazywać:pact,22
wykazywać:pcon,6
wykazywać:ppas,39
wykazywać:praet,2
wykańczalniczy:adj,1
wykańczać:ger,1
wykańczać:pact,1
wykluczać:fin,35
wykluczać:ger,4
wykluczać:inf,1
wykluczać:pact,13
wykluczać:pcon,1
wykluczony:adj,22
wykluczyć:fin,1
wykluczyć:ger,67
wykluczyć:imps,1
wykluczyć:inf,1
wykluć:ger,2
wykon:subst,3
wykonalność:subst,102
wykonalny:adj,33
wykonanie:subst,2363
wykonawca:subst,515
wykonawczy:adj,792
wykonawstwo:subst,2
wykonać:fin,13
wykonać:imps,22
wykonać:inf,66
wykonać:ppas,291
wykonać:praet,39
wykonywać:fin,1138
wykonywać:ger,4785
wykonywać:inf,297
wykonywać:pact,962
wykonywać:pcon,55
wykonywać:ppas,984
wykonywać:praet,114
wykonywnia:ign,1
wykop:subst,9
wykopaliskowy:adj,4
wykopać:ger,1
wykopki:subst,1
wykorzenić:ger,1
wykorzystanie:subst,854
wykorzystać:fin,3
wykorzystać:imps,2
wykorzystać:inf,22
wykorzystać:ppas,309
wykorzystać:praet,17
wykorzystywać:fin,72
wykorzystywać:ger,315
wykorzystywać:inf,16
wykorzystywać:pact,91
wykorzystywać:pcon,15
wykorzystywać:ppas,317
wykończenie:subst,35
wykończeniowy:adj,5
wykończony:adj,1
wykraczający:depr,7
wykraczający:subst,20
wykraczać:fin,29
wykraczać:inf,8
wykraczać:pact,10
wykraczać:praet,2
wykres:subst,2
wykresówka:subst,1
wykreślać:fin,37
wykreślać:ger,7
wykreślić:fin,3
wykreślić:ger,254
wykreślić:imps,3
wykreślić:inf,4
wykreślić:ppas,41
wykroczenie:subst,987
wykrwawiać:ger,1
wykrwawić:ger,2
wykrycie:subst,74
wykrywać:ger,67
wykrywać:pact,1
wykrywczych:ign,4
wykryć:imps,3
wykryć:ppas,2
wykrój:subst,2
wykształcenie:subst,261
wykup:subst,168
wykupić:ger,39
wykupić:imps,13
wykupić:inf,5
wykupić:ppas,16
wykupić:praet,2
wykupywać:ger,9
wykupywać:ppas,5
wykwalifikować:ppas,46
wykwit:subst,1
wykład:subst,3
wykładać:fin,13
wykładać:ger,6
wykładać:ppas,3
wykładnia:subst,18
wykładowca:subst,3
wykładowy:adj,1
wykładzina:subst,20
wyleczyć:ger,1
wylewać:ger,8
wylewisko:subst,1
wylicytować:ppas,1
wyliczać:fin,3
wyliczać:ger,8
wyliczać:ppas,2
wyliczenie:subst,129
wyliczyć:ppas,58
wylosować:ppas,13
wylot:subst,9
wyląg:subst,5
wylęgarnia:subst,4
wylęgać:ger,2
wylęgowy:adj,7
wym:ign,14
wymagająca:subst,261
wymagający:subst,19
wymagalność:subst,33
wymagalny:adj,102
wymaganie:subst,2265
wymagać:fin,1132
wymagać:inf,7
wymagać:ppas,1383
wymagać:praet,9
wymazywać:ger,1
wymeldować:ger,10
wymi:ign,1
wymian:subst,193
wymiana:subst,46
wymiar:subst,1391
wymiarz:ign,11
wymienialność:subst,1
wymienialny:adj,15
wymieniać:ger,1
wymieniać:inf,5
wymieniać:pact,5
wymieniać:pcon,5
wymieniać:ppas,10
wymienio:ign,3
wymienion:ign,19
wymienić:fin,1
wymienić:ger,24
wymienić:imps,2
wymienić:inf,10
wymienić:ppas,3724
wymienić:praet,1
wymiennik:subst,14
wymienny:adj,8
wymierny:adj,3
wymierzać:fin,133
wymierzać:ger,40
wymierzać:inf,6
wymierzać:pact,6
wymierzać:pcon,29
wymierzać:ppas,18
wymierzyć:ger,252
wymierzyć:imps,29
wymierzyć:inf,60
wymierzyć:ppas,125
wymierzyć:praet,5
wymieszać:ger,2
wymieszać:ppas,3
wymię:subst,35
wymoga:subst,258
wymogw:ign,1
wymuszać:fin,1
wymuszać:ger,2
wymuszenie:subst,20
wymuszony:adj,5
wymywać:ger,1
wymóg:subst,296
wynagradzać:ger,189
wynagradzać:inf,1
wynagradzać:ppas,3
wynagrodzenie:subst,2926
wynajem:subst,39
wynajmować:fin,3
wynajmować:ger,14
wynajmować:inf,2
wynajmować:ppas,11
wynajmować:praet,1
wynajmujący:subst,41
wynająć:imps,1
wynająć:inf,1
wynająć:ppas,19
wynająć:praet,2
wynajęcie:subst,10
wynalazczość:subst,7
wynalazczy:adj,22
wynalazek:subst,250
wynaradawiać:ger,1
wynegocjować:ger,1
wynegocjować:ppas,1
wynieść:fin,11
wynieść:praet,10
wynik:subst,2470
wynikać:fin,395
wynikać:inf,21
wynikać:pact,2073
wynikać:praet,16
wyniknąć:fin,3
wyniknąć:inf,11
wyniknąć:praet,3
wynikowy:adj,18
wynikły:adj,91
wyniosły:adj,5
wyniszczenie:subst,2
wynos:subst,3
wynosić:fin,722
wynosić:ger,2
wynosić:inf,31
wynosić:pact,123
wynosić:praet,20
wyod:ign,1
wyodrębniać:fin,29
wyodrębniać:ger,8
wyodrębniać:pact,1
wyodrębniać:pcon,2
wyodrębniać:ppas,1
wyodrębnić:fin,1
wyodrębnić:ger,51
wyodrębnić:imps,8
wyodrębnić:inf,11
wyodrębnić:ppas,273
wyodrębnić:praet,2
wypa:ign,1
wypaczenie:subst,1
wypadać:ger,1
wypadek:subst,1858
wypadkowa:subst,51
wypadkowość:subst,1
wypadkowy:adj,21
wypalać:fin,3
wypalać:ger,8
wypalić:ppas,60
wypas:subst,8
wypasać:ger,1
wypełn:ign,1
wypełniacz:subst,3
wypełniać:fin,54
wypełniać:ger,66
wypełniać:inf,15
wypełniać:pact,5
wypełniać:pcon,2
wypełniać:ppas,1
wypełniać:praet,1
wypełnienie:subst,46
wypełnić:fin,5
wypełnić:imps,1
wypełnić:inf,5
wypełnić:ppas,36
wypełnić:praet,11
wypis:subst,104
wypisać:ger,8
wyplatać:ger,4
wypo:ign,1
wypoczynek:subst,74
wypoczynkowo:adv,1
wypoczynkowy:adj,181
wyporność:subst,1
wyposażać:fin,10
wyposażać:ger,10
wyposażać:ppas,3
wyposażenie:subst,428
wyposażeniowy:adj,2
wyposażyć:fin,5
wyposażyć:imps,1
wyposażyć:inf,4
wyposażyć:ppas,58
wypowiadać:fin,17
wypowiadać:ger,9
wypowiadać:inf,2
wypowiadać:pact,2
wypowiadać:pcon,6
wypowiedzenie:subst,431
