word,freq
teleinformatyczny,19
teleinformatycznych,48
teleinformatycznym,43
teleinformatycznymi,1
teleinformatyczną,5
telekomunikacji,20
telekomunikację,8
telekomunikacyjna,3
telekomunikacyjne,58
telekomunikacyjnego,47
telekomunikacyjnej,89
telekomunikacyjnemu,5
telekomunikacyjni,9
telekomunikacyjny,35
telekomunikacyjnych,170
telekomunikacyjnym,20
telekomunikacyjnymi,15
telekomunikacyjną,31
teleksowe,2
teleksu,2
teleskopowym,1
telesprzedaż,3
telesprzedaży,20
telesprzedażą,2
teletechnicznych,1
teletransmisji,9
teletransmisją,1
teletransmisję,6
teletransmisyjnych,3
teleturniejów,6
telewizja,1
telewizji,76
telewizora,1
telewizorów,2
telewizyjne,4
telewizyjnego,11
telewizyjnej,5
telewizyjnych,52
telewizyjnym,8
telewizyjną,4
tellur,1
telluru,1
temat,69
tematami,3
tematom,2
tematu,7
tematy,7
tematyce,4
tematyczna,3
tematyczne,5
tematycznego,1
tematycznej,3
tematyczny,7
tematycznych,10
tematycznym,6
tematykę,6
tematów,21
temp,1
tempa,1
temperatur,1
temperatura,8
temperatury,19
temperaturze,28
temperaturą,1
temperaturę,4
tempie,4
tempo,8
temu,190
ten,1551
tendencje,1
tendencji,3
teologiczne,1
teologicznej,1
teologicznych,15
teologiczną,6
teologii,16
teoretyczne,7
teoretycznego,4
teoretycznej,8
teoretycznych,9
teoretycznym,2
teoretyczną,6
teorii,1
ter,2
terapeutyczna,1
terapeutyczne,3
terapeutycznego,7
terapeutycznej,6
terapeutyczno,2
terapeutyczny,1
terapeutycznych,18
terapeutycznym,11
terapeutycznymi,1
terapii,66
terapią,1
terapię,3
teratogennym,1
teren,129
terenach,181
terenami,13
terenem,31
terenie,780
terenom,4
terenowa,2
terenowe,51
terenowego,154
terenowej,17
terenowemu,4
terenowi,2
terenowo,10
terenowy,25
terenowych,103
terenowym,12
terenowymi,15
terenową,3
terenu,388
tereny,50
terenów,187
teresowany,1
term,1
termalne,3
termalnych,7
termi,1
termiczne,6
termicznego,34
termicznej,5
termicznie,3
termicznych,2
termicznym,4
termilnie,1
termin,1206
terminach,214
terminalach,1
terminalami,1
terminale,1
terminali,2
terminalu,54
terminami,4
terminarz,4
terminarza,5
terminarzem,2
terminem,129
terminie,4825
terminologii,2
terminom,3
terminowa,1
terminowe,44
terminowego,20
terminowej,43
terminowi,15
terminowo,13
terminowości,16
terminowością,3
terminowość,11
terminowy,1
terminowych,25
terminowym,7
terminowymi,2
terminową,1
terminu,1093
terminy,467
terminów,167
termofosf,2
termofosfa,1
termofosfat,2
termofosfatu,17
termomodernizacji,4
termomodernizacją,1
termomodernizacyjna,7
termomodernizacyjne,5
termomodernizacyjnego,16
termomodernizacyjnej,7
termomodernizacyjnych,9
termomodernizacyjną,8
terrarium,1
terroru,4
terrorystycznego,5
terrorystycznej,3
terrorystycznych,2
terrorystycznym,14
terrorystyczną,2
terroryzmem,2
terroryzmu,84
tery,5
teryto,5
terytoria,10
terytoriach,11
terytorial,3
terytorialna,19
terytorialne,17
terytorialnego,1681
terytorialnej,39
terytorialnemu,2
terytorialnie,77
terytorialności,1
terytorialny,78
terytorialnych,26
terytorialnym,124
terytorialnymi,4
terytorialną,14
terytoriami,4
terytorium,1858
terytoriów,9
test,4
testamencie,2
testament,1
testamentowego,4
testamentowi,1
testamentowy,1
testamentu,16
testamenty,1
testem,1
testom,3
testowa,1
testowane,1
testowania,13
testowanie,5
testowaniem,3
testowaniu,1
testowany,1
testowanych,2
testować,2
testowego,1
testowej,1
testowi,2
testu,26
testujących,1
testw,3
testy,7
testów,40
tetrachlorek,2
tetrachlorku,11
tetradehydro,1
tetraetyloołowiu,1
tetrafluoroetan,1
tetrahydro,9
tetrahydrobenzo,1
tetrahydrofurfuryloksyetylo,1
tetrahydrokannabinol,1
tetrahydrokannabinolu,2
tetrazol,1
textilis,1
teścia,1
teście,6
teściowej,1
teściów,3
też,169
tienylo,8
timonier,2
tiocyjaniany,1
tirage,4
tiret,62
tissue,3
tj,21
tkance,2
tkane,7
tkanej,1
tkanek,289
tkanin,22
tkanina,1
tkaninami,1
tkaniny,134
tkaniną,1
tkanka,1
tkankach,18
tkankami,5
tkanki,56
tkankowe,1
tkankowej,3
tkankowych,1
tkankę,3
tkanymi,1
tku,1
tkwiącej,1
tle,6
tlen,1
tlenek,17
tlenem,1
tlenki,1
tlenkiem,3
tlenku,7
tlenków,1
tleno,1
tlenochlor,1
tlenochlorek,1
tlenowe,1
tlenowemu,1
tlenową,1
tlenu,9
tlą,1
to,3700
toaletowe,1
toaletowego,1
toaletowy,1
toaletowych,8
toczków,1
toczy,137
toczyć,8
toczyła,3
toczyło,4
toczą,27
toczące,5
toczącego,52
toczącej,6
toczących,12
toczącym,42
toczącymi,1
toczącą,4
toga,2
togi,3
tok,11
tokarki,2
tokarstwa,1
tokiem,3
tokolizy,1
tokowania,1
toksokaroza,1
toksoplazmoza,3
toksyczne,26
toksycznego,1
toksycznej,4
toksyczności,21
toksyczność,2
toksycznych,31
toksycznym,1
toksycznymi,4
toksyczną,1
toksykologiczne,2
toksykologicznej,3
toksykologicznych,16
toksykologicznym,1
toksykologiczną,1
toksykologii,2
toksynami,1
toksyny,3
toksynę,2
toku,482
tolerancjami,1
tolerancje,1
tolerancji,18
tolerowane,2
tolerowany,4
toluen,1
tomasyny,20
tomasynę,3
tomaszowski,4
ton,100
tona,3
tonach,10
tonaż,1
tonażowe,1
tonażowego,11
tonażowy,5
tonażowych,1
tonażowym,39
tonażową,1
tonie,1
tonokilometr,5
tonokilometrach,1
tonokilometry,1
tony,33
tonę,10
topienia,4
topografia,4
topograficzne,2
topograficznych,13
topograficzną,1
topografie,5
topografii,77
topografią,2
topografię,16
topoli,1
tor,4
torach,5
torby,11
toreb,1
torebce,1
torebek,1
torebki,4
torebkę,1
torfiarskie,10
torfowe,3
torfowisk,5
torfowiska,5
torfowy,1
torfu,12
torfy,1
torfów,2
torialnego,4
torium,1
torowe,1
torowisk,3
torowiska,2
torowiskach,1
tortur,1
torturom,4
torturowanych,1
tortury,1
toru,5
toruński,2
tory,1
torze,2
torów,7
totalitarny,1
totalitarnych,1
totalitaryzmów,1
towar,260
towarach,21
towarami,197
towarem,21
towarom,10
towarowa,4
towarowe,28
towarowego,107
towarowej,38
towarowi,11
towarowy,112
towarowych,157
towarowym,30
towarowymi,4
towarową,18
towaroznawstwa,1
towaru,853
towary,520
towarze,6
towarzyskich,1
towarzyskie,2
towarzystw,58
towarzystwa,164
towarzystwach,1
towarzystwami,3
towarzystwem,19
towarzystwie,6
towarzystwo,116
towarzystwom,3
towarzystwu,8
towarzysza,1
towarzyszy,6
towarzyszyć,2
towarzyszyły,1
towarzyszą,11
towarzysząca,1
towarzyszące,51
towarzyszącego,34
towarzyszącej,5
towarzyszący,17
towarzyszących,46
towarzyszącym,11
towarzyszącymi,11
towarzyszącą,6
towarów,1916
towego,2
towym,2
towąbibliotekę,1
tości,1
tościowych,1
tość,3
tożsama,1
tożsame,8
tożsamości,211
tożsamość,105
tożsamy,9
trachomatis,1
traci,99
tracie,1
tracji,1
tracą,78
tradycje,5
tradycji,20
tradycją,1
tradycję,8
tradycyjne,1
tradycyjnego,20
tradycyjnie,13
tradycyjny,4
tradycyjnych,20
tradycyjnym,5
tradycyjnymi,1
tradycyjną,1
trafiały,1
trafne,1
trafo,1
trakcie,281
trakcji,1
trakcyjna,1
trakcyjne,2
trakcyjnego,1
trakcyjnej,3
trakcyjnych,13
trakcyjnym,1
traki,2
traktatach,4
traktatowymi,1
traktatu,1
traktatów,1
traktowana,2
traktowane,50
traktowanego,2
traktowani,8
traktowania,41
traktowanie,13
traktowaniem,1
traktowaniu,5
traktowany,15
traktuje,67
traktując,3
tramie,1
trampowania,3
tramwajami,4
tramwajem,13
tramwajowe,1
tramwajowego,2
tramwajowej,8
tramwajowy,2
tramwajowych,8
tramwajową,5
tramwaju,2
tramwajów,4
trans,1
transakcja,18
transakcjach,38
transakcjami,4
transakcje,21
transakcji,398
transakcją,5
transakcję,26
transakcyjna,13
transakcyjnego,2
transakcyjnej,9
transakcyjnych,1
transakcyjnym,1
transakcyjną,10
transdukcji,2
transeuropejskiego,3
transeuropejskiej,2
transeuropejską,1
transfer,27
transferem,5
transferowa,11
transferowane,1
transferowanych,2
transferowej,62
transferowych,13
transferową,2
transferu,39
transferuje,1
transferze,3
transferów,2
transformacji,2
transformatorowe,1
transformatorowych,2
transformatorów,1
transgraniczna,1
transgraniczne,4
transgranicznego,48
transgranicznej,17
transgraniczny,2
transgranicznych,22
transgranicznym,16
transgranicznymi,1
transgraniczną,4
transkrypcji,1
transkrypcję,1
transmisjach,2
transmisji,27
transmisję,3
transmisyjne,2
transmisyjnych,2
transmitowane,2
transmitowanych,4
transmitując,2
transporcie,153
transport,101
transportem,20
transporterów,1
transportowane,9
transportowanej,2
transportowanemu,2
transportowania,10
transportowanie,1
transportowaniu,2
transportowany,1
transportowanych,7
transportować,2
transportowe,23
transportowego,15
transportowej,9
transportowemu,1
transportowy,3
transportowych,62
transportowym,8
transportową,4
transportu,1159
transportuje,4
transportując,1
transportujące,1
transportującego,8
transportujących,1
transportów,2
transpozycji,1
transz,1
transza,1
transzy,6
transzą,2
tranzycie,7
tranzyt,48
tranzytem,11
tranzytowa,4
tranzytowe,1
tranzytowego,2
tranzytowej,11
tranzytowy,2
tranzytowych,3
tranzytowym,3
tranzytu,64
tras,7
trasa,8
trasach,4
trasata,8
trasatowi,3
traserskie,1
trasie,6
trasowych,2
trasy,32
trasą,6
trasę,8
tratwy,1
traw,7
trawienia,3
trawienie,2
trawiennych,1
trawników,2
trawę,1
trenbolonu,1
trendów,1
trener,1
trenera,5
trenerom,1
trenerskie,4
trenersko,1
trenerzy,2
trenerów,5
treningach,1
treningu,2
treningów,8
trenowania,2
trenowanie,4
treserów,1
tresura,1
tresury,3
treści,427
treściach,2
treścią,68
treść,473
trichinoskopowego,1
trichloroetan,1
trifenyle,3
trifenyli,1
trifluoroetan,1
trimetoksy,1
trimetoksyamfetamina,2
trimetoksyfenetyloamina,1
trimetylo,10
trocin,1
trofea,1
trofeów,3
troje,3
trojgiem,1
troków,1
trolejbusowego,2
trolejbusy,3
trolejbusów,3
tropienie,1
tropikalnych,2
troposferze,1
troska,7
troski,2
troską,4
troszczenia,1
trucizn,6
trucizny,1
trucizną,1
trud,1
trudna,2
trudne,8
trudnego,2
trudnej,16
trudni,3
trudnienia,1
trudnią,1
trudniąca,1
trudniącego,2
trudniącej,3
trudniącemu,1
trudniących,3
trudniącym,1
trudno,5
trudności,59
trudnościach,1
trudnościami,10
trudnych,11
trudnym,4
trudną,9
trudy,3
trudów,1
trujące,4
trujących,14
trującymi,2
trumien,2
trumny,2
truskawkowych,2
trwa,185
trwają,12
trwająca,7
trwające,3
trwającego,22
trwającej,39
trwający,15
trwających,19
trwającym,4
trwającymi,3
trwającą,22
trwale,91
trwania,372
trwanie,7
trwać,42
trwał,5
trwała,29
trwałe,99
trwałego,170
trwałej,51
trwałemu,1
trwało,8
trwałości,44
trwałością,2
trwałość,12
trwały,72
trwałych,494
trwałym,23
trwałymi,23
trwałą,18
trwonienie,1
try,1
tryb,2416
trybami,1
trybem,8
trybie,1474
trybu,229
trybun,1
trybunał,2
trybunałach,3
trybunałami,3
trybunałem,1
trybunałowi,1
trybunału,4
trybunały,2
trybunałów,8
tryby,2
trybów,8
tryk,1
trykotaże,5
trykoty,5
tryków,1
trzcianecki,2
trzcin,1
trzcinowisk,1
trzcinowiska,1
trzcinowych,1
trzcinowym,1
trzcinowymi,1
trzciny,8
trzeba,1
trzebienie,1
trzebnicki,2
trzech,463
trzeci,5
trzecia,17
trzecich,244
trzecie,106
trzeciego,109
trzeciej,116
trzecim,81
trzecimi,21
trzecią,56
trzej,10
trzem,2
trzema,5
trzeźwości,26
trzeżeniem,3
trzody,3
trzodę,2
trzonem,1
trzonów,2
trzy,166
trzydniowy,1
trzydziesta,2
trzydziestego,3
trzydziestej,1
trzydziestokrotna,3
trzydziestokrotnego,1
trzydziestokrotności,2
trzydziestoletniego,1
trzydziestu,26
trzydziestą,3
trzydzieści,6
trzyipółkrotnej,1
trzykołowych,2
trzykrotne,2
trzykrotnego,13
trzykrotnej,7
trzykrotnemu,1
trzykrotnie,20
trzykrotności,18
trzykrotność,9
trzykrotnych,1
trzykrotnym,2
trzykrotną,4
trzyletni,18
trzyletnich,1
trzyletnie,11
trzyletniego,6
trzyletniej,3
trzyletnim,4
trzyletnią,7
trzyliterowe,1
trzyliterowego,1
trzyliterowy,2
trzymane,1
trzymania,1
trzymaniu,2
trzymanych,1
trzymie,1
trzymiesięczne,2
trzymiesięcznego,38
trzymiesięczny,1
trzymiesięcznych,1
trzymiesięcznym,18
trzynastu,1
trzynastym,3
trzynaście,3
trzyosobowy,1
trzyosobowych,2
trzyosobowym,5
trzystu,1
trzęsawka,2
trzęsienia,1
trzęsienie,1
trójchloroetanu,1
trójfenyli,1
trójfosforan,1
trójnitrotoluenu,1
trójstopniowego,9
trójstronnej,1
trójtlenek,2
trójtlenku,1
trójwapniowy,1
trąd,1
tu,2
tuberculosis,3
tuberkulina,1
tucholski,2
tucz,3
tuczniki,2
tuczu,7
tularemia,3
tularemię,1
tularensis,1
tumida,1
tunelach,5
tunelem,1
tuneli,1
tunelowe,5
turbin,1
turbiny,1
turbiną,1
turecki,2
turni,1
turnie,1
turnieje,2
turnieju,13
turniejów,2
turnusie,5
turnusowe,1
turnusowej,3
turnusowych,2
turnusy,4
turnusów,2
turystyce,3
turystyczna,5
turystyczne,15
turystycznego,28
turystycznej,51
turystycznemu,1
turystycznie,1
turystyczno,3
turystyczny,9
turystycznych,93
turystycznychş,1
turystycznym,3
turystycznymi,4
turystyczną,11
turystyka,6
turystyki,131
turystyką,4
turystów,2
turze,3
turą,1
turę,1
tusz,3
tuszami,4
tusze,2
tuszy,2
tuszów,1
tutkach,1
tuż,1
twarda,1
twardych,1
twardymi,1
twardziel,1
twarogi,1
twarzy,6
twierdzenia,3
twierdzeniem,2
twierdzeń,8
twierdzi,2
twierdząco,1
tworami,2
twory,4
tworzenia,269
tworzenie,107
tworzeniem,14
tworzeniu,26
tworzona,5
tworzone,86
tworzonego,15
tworzonej,2
tworzonemu,1
tworzony,13
tworzonych,31
tworzonym,2
tworzonymi,6
tworzoną,1
tworzy,307
tworzyw,23
tworzywa,2
tworzywami,5
tworzywem,2
tworzywo,1
tworzyć,130
tworzyły,2
tworzą,72
tworząc,6
tworząca,1
tworzące,14
tworzącego,4
tworzącej,5
tworzącemu,1
tworzący,8
tworzących,56
tworzącymi,4
tworzącą,2
tworów,32
twórca,13
twórcom,6
twórcy,28
twórcze,7
twórczego,2
twórczej,22
twórczości,16
twórczością,5
twórczość,1
twórczy,2
twórczych,9
twórczą,6
twórców,22
twórcą,6
twórcę,9
tych,5048
tychże,3
tycznych,1
tyczące,1
tydzień,43
tygodni,152
tygodnia,62
tygodniach,6
tygodnie,54
tygodniowa,2
tygodniowego,24
tygodniowej,9
tygodniowemu,3
tygodniowo,13
tygodniowy,28
tygodniowych,4
tygodniowym,10
tygodniową,5
tygodniu,56
tyko,1
tyle,14
tylidenodimo,1
tylko,1011
tylnej,2
tylnych,1
tylną,3
tylu,5
tym,6366
tymczasowa,1
tymczasowe,85
tymczasowego,215
tymczasowej,35
tymczasowemu,2
tymczasowo,109
tymczasowy,40
tymczasowych,56
tymczasowym,26
tymczasowymi,1
tymczasową,7
tymi,356
tymolowego,1
tymże,3
tynku,6
tynków,4
typ,50
typach,7
typami,1
typem,6
typhi,1
typie,3
typom,2
typowaniu,3
typowe,7
typowej,1
typowy,1
typowych,6
typowymi,1
typu,291
typy,36
typów,41
tyreostatycznym,9
tys,649
tysiąc,6
tysiąca,11
tysiące,1
tysiąckrotną,3
tysięcy,39
tyski,2
tytanu,9
tytoni,2
tytonie,1
tytoniem,1
tytoniowe,19
tytoniowego,90
tytoniowej,1
tytoniowemu,3
tytoniowy,54
tytoniowych,76
tytoniowym,3
tytoniowymi,7
tytoniu,83
tytoń,35
tytu,1
tytularnego,1
tytularny,1
tytule,125
tytuł,400
tytułach,12
tytułami,2
tytułem,103
tytułowi,11
tytułu,2910
tytuły,26
tytułów,215
tyłu,1
tzn,5
tzw,6
tów,5
tą,154
tąpaniami,1
tąpnięcia,1
tę,480
tęp,1
tępienia,3
tętnic,2
tętniczego,1
tężcowi,2
tężec,1
tło,2
tłoczenia,1
tłoczenie,1
tłoczni,1
tłoczonego,1
tłoczony,2
tłoczącą,1
tłokowy,1
tłokowych,1
tłumacz,1
tłumacza,47
tłumaczami,1
tłumacze,3
tłumaczenia,7
tłumaczeniach,1
tłumaczeniami,1
tłumaczenie,19
tłumaczeniem,17
tłumaczeń,5
tłumaczom,1
tłumaczone,1
tłumaczonymi,1
tłumaczy,11
tłumienia,1
tłuszcz,3
tłuszcze,9
tłuszczowych,2
tłuszczu,111
tłuszczów,9
uaktualniają,1
uaktualnianie,1
uaktualnienia,4
uaktualnienie,1
uaktualnieniu,1
uaktualnione,1
uaktualnionego,3
uaktualniony,1
uaktywniająca,3
uaktywniającej,11
uaktywniającą,2
ubezpie,4
ubezpiecza,3
ubezpieczają,4
ubezpieczająca,1
ubezpieczającego,37
ubezpieczającej,3
ubezpieczającemu,11
ubezpieczający,26
ubezpieczających,8
ubezpieczającym,5
ubezpieczalni,1
ubezpieczane,1
ubezpieczania,2
ubezpieczać,2
ubezpieczało,1
ubezpiecze,3
ubezpieczeni,17
ubezpieczenia,1441
ubezpieczeniach,46
ubezpieczeniami,50
ubezpieczenie,606
ubezpieczeniem,98
ubezpieczeniom,60
ubezpieczeniowa,12
ubezpieczeniowe,39
ubezpieczeniowego,42
ubezpieczeniowej,171
ubezpieczeniowemu,1
ubezpieczeniowi,1
ubezpieczeniowy,12
ubezpieczeniowych,155
ubezpieczeniowym,29
ubezpieczeniowymi,4
ubezpieczeniową,42
ubezpieczeniu,365
ubezpieczeń,1064
ubezpieczona,9
ubezpieczone,11
ubezpieczonego,247
ubezpieczonej,18
ubezpieczonemu,57
ubezpieczono,2
ubezpieczony,85
ubezpieczonych,202
ubezpieczonym,68
ubezpieczonymi,3
ubezpieczoną,1
ubezpieczy,2
ubezpieczyciel,38
ubezpieczyciela,29
ubezpieczycielami,1
ubezpieczyciele,6
ubezpieczycielem,1
ubezpieczycieli,25
ubezpieczycielowi,7
ubezpieczycielu,2
ubezpieczyli,1
ubezpieczyć,2
ubezpieczył,1
ubezwłasnowolnienia,5
ubezwłasnowolnienie,13
ubezwłasnowolnieniu,1
ubezwłasnowolniona,5
ubezwłasnowolnione,3
ubezwłasnowolnionego,2
ubezwłasnowolnionej,8
ubezwłasnowolniony,7
ubiega,26
ubiegają,9
ubiegająca,37
ubiegające,22
ubiegającego,55
ubiegającej,47
ubiegającemu,8
ubiegający,94
ubiegających,140
ubiegającym,6
ubiegającymi,7
ubiegającą,13
ubiegali,4
ubiegania,46
ubieganie,1
ubieganiem,4
ubieganiu,13
ubiegać,65
ubiegał,1
ubiegała,1
ubiegłe,1
ubiegłego,16
ubiegły,17
ubiegłych,89
ubiegłym,22
ubijane,1
ubijanych,1
ubiorcze,1
ubiorczych,1
ubioru,7
ubiory,8
ubiorze,1
ubiorów,2
ubite,1
ubitej,2
ubliżenia,2
uboczna,1
uboczne,7
ubocznego,3
ubocznej,4
ubocznie,2
uboczny,9
ubocznych,18
ubocznymi,6
ubojem,14
ubojni,2
ubojowca,2
ubojowi,10
ubojowych,1
uboju,88
ubrania,8
ubranie,4
ubraniowe,14
ubrań,1
ubycie,1
ubytek,12
ubytki,7
ubytku,2
ubytków,42
ubój,32
ubóstwa,6
uchodzi,4
uchodźcom,4
uchodźcy,186
uchodźczej,1
uchodźczych,1
uchodźców,8
uchodźcą,2
uchodźcę,1
uchodźstwa,1
uchodźstwie,2
uchronienia,2
uchwala,80
uchwalają,1
uchwalana,1
uchwalane,9
uchwalanego,1
uchwalania,15
uchwalanie,85
uchwalany,10
uchwalanych,1
uchwalanym,4
uchwalanymi,1
uchwalać,3
uchwale,97
uchwalenia,30
uchwalenie,10
uchwaleniem,5
uchwaleniu,7
uchwali,5
uchwalić,13
uchwaliła,1
uchwalona,4
uchwalone,10
uchwalonego,9
uchwalonej,2
uchwalono,2
uchwalony,31
uchwalonych,6
uchwalonym,5
uchwalonymi,2
uchwalą,2
uchwał,235
uchwała,103
uchwałach,11
uchwałami,11
uchwałodawcze,1
uchwałodawczy,1
uchwałodawczym,2
uchwałodawczymi,1
uchwały,884
uchwałą,47
uchwałę,212
uchwytów,3
uchybi,1
uchybia,8
uchybiają,5
uchybiające,2
uchybiającym,1
uchybienia,91
uchybieniach,8
uchybienie,34
uchybieniem,2
uchybieniom,2
uchybieniu,5
uchybień,125
uchybiono,3
uchybionych,1
uchybił,12
uchyla,765
uchylają,3
uchylając,4
uchylająca,5
uchylające,15
uchylającego,29
uchylającej,11
uchylający,6
uchylających,1
uchylającym,2
uchylającymi,1
uchylającą,6
uchylanej,5
uchylania,24
uchylanie,9
uchylaniem,1
uchylaniu,13
uchylanych,3
uchylać,7
uchylenia,184
uchylenie,80
uchyleniem,6
uchyleniu,114
uchyli,15
uchylić,63
uchylił,16
uchyliła,1
uchyliły,2
uchylona,13
uchylone,38
uchylonego,3
uchylono,5
uchylony,3
uchylonych,4
uchylonym,1
ucieczce,2
ucieczka,4
ucieczki,16
ucieczkę,2
ucieka,1
uciekły,1
ucierpieć,4
uciążliwa,1
uciążliwe,17
uciążliwego,2
uciążliwości,16
uciążliwością,1
uciążliwość,3
uciążliwsze,1
uciążliwy,3
uciążliwych,32
uciążliwym,6
uciążliwą,1
uczciwego,17
uczciwej,11
uczciwie,3
uczciwości,11
uczciwych,1
uczciwymi,1
uczciwą,4
uczczenia,2
uczelni,211
uczelnia,14
uczelniach,7
uczelniami,2
uczelniane,1
uczelnie,19
uczelniom,12
uczelnią,13
uczelnię,27
uczenia,2
uczeniu,1
uczestnictwa,305
uczestnictwem,25
uczestnictwie,10
uczestnictwo,17
uczestnictwu,2
uczestnicy,23
uczestniczenia,84
uczestniczenie,19
uczestniczeniem,1
uczestniczeniu,3
uczestniczy,69
uczestniczyli,6
uczestniczyć,132
uczestniczył,10
uczestniczyła,6
uczestniczyły,9
uczestniczą,58
uczestnicząc,4
uczestnicząca,9
uczestniczące,38
uczestniczącego,11
uczestniczącej,5
uczestniczącemu,8
uczestniczący,16
uczestniczących,83
uczestniczącym,17
uczestniczącymi,16
uczestniczącą,2
uczestnik,29
uczestnika,138
uczestnikach,2
uczestnikami,33
uczestnikiem,9
uczestnikom,52
uczestnikowi,18
uczestniku,1
uczestników,202
uczeń,11
ucznia,60
uczniami,24
uczniem,6
uczniom,22
uczniowi,1
uczniowie,16
uczniowska,15
uczniowski,1
uczniowskich,14
uczniowskiego,6
uczniowskiej,11
uczniowską,8
uczniów,142
uczucia,2
uczucie,1
uczulające,1
uczy,4
uczyni,9
uczynienia,1
uczynienie,1
uczynieniu,1
uczynione,5
uczynionego,1
uczyniono,1
uczyniony,13
uczynią,1
uczynić,15
uczynił,20
uczynku,21
uczyć,1
uczą,1
ucząca,3
uczące,4
uczącej,15
uczących,6
uczącą,2
uczęszcza,12
uczęszczające,2
uczęszczających,4
uczęszczającym,3
uczęszczali,2
uczęszczania,8
uczęszczanie,9
uczęszczaniem,2
uczęszczaniu,1
uczęszczać,1
uczęszczał,2
udaje,4
udając,2
udające,1
udającemu,1
udających,2
udającym,1
udaremnia,23
udaremniania,1
udaremnienia,7
udaremnieniu,4
udaremniona,1
udaremnić,6
udatności,3
udać,2
udało,5
udekorowania,1
uderza,2
udogodnienia,5
udogodnieniem,1
udogodnień,15
udojem,1
udoju,1
udokumentowana,12
udokumentowane,38
udokumentowanego,4
udokumentowanej,8
udokumentowania,46
udokumentowanie,15
udokumentowaniu,1
udokumentowany,19
udokumentowanych,28
udokumentowanym,3
udokumentowaną,8
udokumentować,13
udokumentował,3
udokumentowała,1
udokumentuje,8
udokumentują,3
udomowione,3
udomowionych,2
udoskonalenia,3
udoskonalenie,1
udoskonalonych,2
udostępni,6
udostępnia,218
udostępniają,35
udostępniając,4
udostępniająca,1
udostępniające,3
udostępniającego,1
udostępniający,3
udostępniających,4
udostępniana,10
udostępniane,88
udostępnianego,5
udostępniania,243
udostępnianie,111
udostępnianiem,10
udostępnianiu,51
udostępniany,18
udostępnianych,41
udostępnianym,9
udostępnianą,2
udostępniać,58
udostępnienia,148
udostępnienie,108
udostępnieniem,4
udostępnieniu,26
udostępniona,14
udostępnione,52
udostępnionego,6
udostępnionej,2
udostępniono,6
udostępniony,6
udostępnionych,19
udostępnionym,12
udostępnioną,4
udostępnią,3
udostępnić,86
udostępnił,3
udostępniła,1
udowadniana,1
udowodni,37
udowodnienia,11
udowodnienie,3
udowodnieniu,1
udowodniona,7
udowodnione,29
udowodnionego,1
udowodnionej,1
udowodniono,1
udowodniony,3
udowodnionych,1
udowodnioną,3
udowodnią,4
udowodnić,6
udowodnił,1
udowodniła,2
udręczeniem,2
udziale,96
udział,785
udziałach,14
udziałami,10
udziałem,280
udziałom,2
udziałowca,11
udziałowcach,3
udziałowcami,13
udziałowcem,13
udziałowcom,8
udziałowcowi,1
udziałowcy,6
udziałowców,25
udziałowe,4
udziałowego,26
udziałowi,22
udziałowiec,8
udziałowy,9
udziałowych,22
udziałowym,1
udziałowymi,2
udziału,874
udziały,227
udziałów,738
udzie,2
udziela,454
udzielają,41
udzielając,17
udzielająca,4
udzielające,24
udzielającego,39
udzielającej,19
udzielającemu,10
udzielający,69
udzielających,15
udzielającym,13
udzielającymi,1
udzielającą,8
udzielana,43
udzielane,203
udzielanego,15
udzielanej,41
udzielania,676
udzielanie,273
udzielaniem,38
udzielaniu,86
udzielano,1
udzielany,6
udzielanych,186
udzielanym,2
udzielaną,4
udzielać,96
udzielał,2
udzielały,2
udzielenia,586
udzielenie,677
udzieleniem,41
udzieleniu,112
udzieli,13
udzielili,1
udzielić,221
udzielił,64
udzieliła,12
udzieliło,3
udzieliły,15
udzielnej,1
udzielona,76
udzielone,231
udzielonego,129
udzielonej,93
udzielono,67
udzielony,51
udzielonych,291
udzielonym,17
udzielonymi,6
udzieloną,20
udzielą,3
uformowanego,2
ugaszone,1
ugoda,14
ugodowe,2
ugodowego,1
ugodowym,6
ugody,33
ugodzie,4
ugodą,5
ugodę,7
ugruntowane,3
ugruntowania,1
ugruntowaną,1
ugrupowania,3
ugrupowaniu,2
ugrupowań,1
ugód,2
uhonorowania,3
uhonorowanie,1
uiszcza,74
uiszczają,16
uiszczając,2
uiszczającemu,1
uiszczający,1
uiszczających,1
uiszczającym,1
uiszczana,3
uiszczane,7
uiszczanego,1
uiszczanej,5
uiszczania,72
uiszczanie,5
uiszczaniem,2
uiszczaniu,1
uiszczany,1
uiszczanych,6
uiszczaną,1
uiszczać,9
uiszczał,2
uiszczała,1
uiszczały,1
uiszczenia,247
uiszczenie,21
uiszczeniem,11
uiszczeniu,25
uiszczona,36
uiszczone,19
uiszczonego,4
uiszczonej,9
uiszczono,8
uiszczony,3
uiszczonych,17
uiszczoną,3
uiszczą,2
uiści,16
uiścili,1
uiścić,33
uiścił,17
uiściła,3
uiściły,1
ujawni,11
ujawnia,33
ujawniają,1
ujawniając,6
ujawniające,6
ujawniający,1
ujawniających,7
ujawniane,5
ujawnianej,1
ujawniani,1
ujawniania,12
ujawnianie,15
ujawnianiu,18
ujawniany,1
ujawnianych,3
ujawniać,3
ujawniałyby,1
ujawnienia,97
ujawnienie,95
ujawnieniem,24
ujawnieniu,58
ujawniona,6
ujawnione,68
ujawnionego,12
ujawnionej,1
ujawnionemu,2
ujawniono,11
